user_id,ad_id,clm_session_id,category_id,platform,survive,escape,quick_process,getting_inspired,structured_process,boost_my_cv,quick_scan,prove_to_self,compare_options,rich_data,unbiased_information,dry_data,clear_job_information,human_verification,head_start,treated_with_respect,standing_out,present_real_me,manage_insecurity,being_informed,learn_from_process,rank_values,rank_money,rank_stability,rank_atmosphere,rank_balance,rank_happiness,rank_development,rank_promotion,rank_freedom,values,money,stability,atmosphere,balance,happiness,development,promotion,freedom,missed_interview,satisfaction,shortcutter,survivor,dreamer,prepared,perfect,believer,no_persona,top_persona
61097012,559031281,2274fa78-321f-49ab-b8d8-3bba7f64beeb,1425,Desktop,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,6,1,2,9,5,7,8,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,survivor
73739408,374101427,5a68c7c3-4849-471b-abf5-fe5c3173c281,1421,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,9,1,8,7,3,5,2,6,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
NA,558566832,96c9c8ef-271f-4fed-9606-d1adabb13efb,65,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,2,1,4,6,9,7,3,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,perfect
329280241,554586413,1db86e96-b32e-4b22-8409-96e75405a35d,1445,Desktop,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6,7,5,2,3,4,1,9,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,shortcutter
NA,559263611,3fa0b0c3-2b0b-4033-aedd-5ada6c3671d0,1463,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,5,3,9,8,2,6,1,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
NA,526432669,0554212c-4c2c-4645-b845-fe93e56404f6,1443,Desktop,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,4,1,7,3,9,2,5,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,survivor
15722881,550011089,4f383f24-c7a8-44ce-b276-c0955fc8b69a,64,Desktop,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,9,8,6,2,5,7,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,dreamer
44712115,556509030,1f1915ad-ec0a-4e55-924a-c65bb44a7a61,1421,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,2,3,1,4,9,6,8,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,perfect
10190249,551316587,02a81b68-13d7-4845-b1b0-67506c7db636,64,Desktop,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,9,3,5,1,8,4,6,2,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,dreamer
262326345,555778621,727a2c62-a84e-4c7e-b68b-8fc09d94ff33,164,Desktop,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6,7,3,1,5,4,2,9,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,dreamer
NA,551654351,db30bc28-c803-4f7d-9a8a-b01933c5eb55,1421,Desktop,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,7,1,4,3,5,2,6,9,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,perfect
251358575,559585779,1738e85d-dbb1-46f3-a123-560206c51e37,1421,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,7,4,6,9,3,1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
NA,553258492,bcd35a32-3d85-4180-9e7e-d75d174c6d17,1421,Desktop,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,2,7,6,4,3,5,9,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,prepared
NA,559720858,6024f182-b29d-47a6-b479-403f1b8047fe,111,Desktop,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6,1,7,2,3,5,9,8,4,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,believer
NA,556434556,a33cfa1a-3707-452d-bcae-8b0a699db5b2,164,Desktop,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,1,3,2,4,7,9,8,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,perfect
NA,541670413,f2c1ecbe-d165-4d65-8590-5a39612cfb93,64,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,1,4,2,3,6,8,7,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,perfect
26404331,521241141,3bc0413c-ba32-4da7-8f91-d20972cca418,1423,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,4,6,3,5,2,7,9,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,perfect
418167675,557918522,5e2c1edd-977b-4921-a72e-3fdaee60796c,1435,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,2,1,3,5,8,6,4,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
101699941,558958415,f54a964a-cf00-495e-9238-928c77ddeee0,111,Desktop,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6,2,4,7,3,9,8,5,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,survivor
45147515,555827509,fb2c7b53-c98e-458d-8e07-14e85fea8052,1421,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,7,3,2,6,8,4,1,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
37962491,547352321,217aea8d-a0d0-4998-bb33-2347162c1fc7,111,Desktop,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4,2,1,5,8,9,7,6,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,believer
41569871,464893993,d30bb216-3e56-49ee-887b-9b9e8a847fe2,164,Desktop,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,3,2,4,1,6,5,8,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,believer
NA,553424790,02674403-334d-47bb-a047-89da38774799,53,Desktop,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6,2,5,1,7,9,4,8,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,survivor
7805533,559719961,1fd721bd-b5c0-45c9-8916-5b3e664c9072,1447,Desktop,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,2,1,3,8,9,4,7,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,believer
15075761,558153424,4910323e-be85-466c-a8a6-60fc62c25633,1421,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,4,5,1,7,8,6,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,perfect
14476489,534570040,f4b2273f-a833-4242-80e5-605441053418,1421,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,8,2,7,4,3,5,1,9,6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,survivor
435490585,559170699,87b1887e-13f9-443e-9ba0-564b7b31359a,1435,Desktop,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,9,8,7,2,4,6,5,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,dreamer
NA,555831207,57fb3a27-4e12-46ef-a89c-9d1f7a080083,1475,Desktop,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,3,4,7,5,8,9,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,prepared
204842139,555893677,d1fb70b4-0f3d-458a-a243-2de3e2dbef42,62,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,4,2,1,3,5,6,9,8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,survivor
27781593,555880763,a3a1d6b9-48c0-48b6-84ff-409251899fa1,1435,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,9,5,7,4,2,1,8,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,shortcutter
NA,547801097,4b1f2f6f-975a-4a9a-a438-0f6e3b9dfe34,1421,Desktop,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,2,4,1,7,8,3,5,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,dreamer
79031149,559240923,5604a03d-5cd1-46f3-8db5-dfc9fe69c235,65,Desktop,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,9,6,5,2,4,1,7,8,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,perfect
468097614,558996890,76ba0661-078f-4bd1-80c2-fd5461bd2980,1423,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,6,1,2,7,8,4,5,9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,survivor
278773138,559780088,4d8bd68e-d0e0-43c2-ae1b-29e31f35aa19,1421,Desktop,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,8,6,7,2,1,9,5,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,perfect
NA,554890395,45dd6837-72e0-4566-8ec7-cde7f9697d27,1429,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,8,6,9,1,7,2,4,3,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,6,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,shortcutter
445630216,558104462,5824618e-26a1-4bab-97f2-98cf15e6457d,1421,Desktop,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,3,6,2,4,7,1,5,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,dreamer
NA,557144839,5b786fbc-962e-4823-a6c2-24c404b71da4,1477,Desktop,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,7,9,8,2,4,6,5,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,dreamer
NA,556133540,7e00d4fa-43e5-41d1-88fa-d82fc6ebb2c0,65,Desktop,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,3,2,4,1,8,5,6,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,believer
445673352,558176080,fdb35d07-e4f0-4b04-a365-2a15f49b3bd6,1421,Desktop,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,9,6,4,1,5,2,8,7,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,perfect
73904244,551324805,2ee0ba27-b80b-4b74-ba11-1b6d59da9f98,53,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,8,4,2,5,1,3,9,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,survivor
NA,545580219,e1c2fa42-b5a7-43b4-abc1-c16198c0964f,1447,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,8,6,7,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
7594925,559761449,ae957a81-f029-4c85-97c5-3c18a50fbb20,1469,Desktop,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,8,4,2,5,7,3,6,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,perfect
32009071,543565355,ebdc5f6c-994c-4470-a489-c20e367bb6c6,53,Desktop,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,6,4,1,3,5,2,9,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,prepared
6240745,553535380,eac91c0e-b681-42a4-9dcb-5aef952ebf14,62,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,8,3,4,1,7,6,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
NA,552814827,564bc46a-07f3-42ac-9fa5-2c17a95b65a9,1449,Desktop,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,9,1,7,3,8,5,6,4,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,survivor
398769615,546316302,03624fb5-8f7f-4618-8978-e09e5853f9bf,1421,Desktop,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,9,2,3,1,4,6,5,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,believer
68807208,551276872,22d0edd1-9e83-4f78-9291-5186feb46942,520,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5,7,4,3,8,6,1,2,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,survivor
320910166,489016656,697c12f4-4dcb-4c64-ab32-f438cfd903ba,62,Desktop,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,2,9,4,7,5,3,1,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,believer
75639315,559716681,be88a1ab-173f-493c-baac-bc0e1ed7d571,1447,Desktop,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,8,1,7,4,3,2,5,6,9,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA
NA,558167325,e3bc1d2a-5645-4e7d-997b-2f6f0fd14c63,1447,Desktop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,4,1,2,8,9,7,5,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
NA,546484257,dde77205-792a-4579-95e1-510f37b4462e,1421,Desktop,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,2,3,1,4,7,6,5,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,survivor
286256471,555548481,5b41300b-3e92-4dcc-8bc8-8804b4c4bf7b,1477,Desktop,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,2,8,9,5,1,6,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,shortcutter
253955317,553431995,b3a6bb71-a445-4c4c-8107-bc448eab1d70,53,Desktop,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,5,1,8,6,4,7,3,2,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,shortcutter
